anchor,mse
13033,367.0202331542969
13034,389.3595275878906
13035,381.1244812011719
13036,405.5702209472656
13037,385.5194396972656
13038,415.5422058105469
13039,401.6260070800781
13040,412.75732421875
13041,382.8773498535156
13042,337.1265563964844
13043,347.7232971191406
13044,337.2980041503906
13045,323.13458251953125
13046,331.3230285644531
13047,302.4264221191406
13048,292.6050109863281
13049,298.5091857910156
13050,222.85980224609375
13051,230.0773162841797
13052,215.9600067138672
13053,197.0360565185547
13054,270.3665466308594
13055,221.1494903564453
13056,227.74072265625
13057,204.91558837890625
13058,251.02024841308594
13059,307.3175964355469
13060,252.4582977294922
13061,255.9302215576172
13062,322.1812438964844
13063,285.9430847167969
13064,211.9247589111328
13065,215.14208984375
13066,218.4827423095703
13067,217.23577880859375
13068,202.1898956298828
13069,207.4939422607422
13070,210.36729431152344
13071,232.8976593017578
13072,321.6795349121094
13073,460.6689147949219
13074,393.7899169921875
13075,358.3628234863281
13076,323.2223205566406
13077,334.0901184082031
13078,276.59991455078125
13079,303.2510070800781
13080,302.8226013183594
13081,300.873046875
13082,296.0940246582031
13083,277.33648681640625
13084,323.233154296875
13085,378.1571350097656
13086,393.9936828613281
13087,391.7896728515625
13088,370.2403564453125
13089,381.6678161621094
13090,378.8199157714844
13091,435.0020446777344
13092,452.1717834472656
13093,455.5064392089844
13094,435.2143859863281
13095,443.055419921875
13096,406.8750915527344
13097,451.5686340332031
13098,398.4203796386719
13099,359.0014343261719
13100,314.0574951171875
13101,330.6340637207031
13102,270.7267761230469
13103,348.0821228027344
13104,364.532470703125
13105,336.824462890625
13106,321.9056396484375
13107,369.0306701660156
13108,358.0293273925781
13109,338.3595886230469
13110,438.978515625
13111,417.4644775390625
13112,423.682861328125
13113,480.3402404785156
13114,426.210693359375
13115,408.1850280761719
13116,428.9850769042969
13117,379.4205627441406
13118,419.2078857421875
13119,393.7799377441406
13120,263.1473693847656
13121,269.0689392089844
13122,334.1795959472656
13123,326.8488464355469
13124,330.6413269042969
13125,364.2831726074219
13126,354.1109313964844
13127,327.4280700683594
13128,308.6118469238281
13129,319.2525329589844
13130,344.9844970703125
13131,330.2227783203125
13132,248.63780212402344
13133,245.98753356933594
13134,246.889892578125
13135,246.4517364501953
13136,242.34193420410156
13137,227.2921600341797
13138,244.640869140625
13139,269.1416015625
13140,264.5761413574219
13141,254.9300537109375
